horizon,x,empirical_density,analytical_gamma_density,abs_diff
100,82.53095106577011,0.008780416871748383,0.00855712439013119,0.00022329248161719224
100,83.69205766798659,0.010972291412072037,0.010684097399409707,0.0002881940126623298
100,84.85316427020305,0.012953160348317538,0.01308794668206133,0.0001347863337437926
100,86.01427087241953,0.015407715334534437,0.015738156285415097,0.0003304409508806602
100,87.17537747463601,0.018689067789793026,0.01858663502267613,0.0001024327671168973
100,88.33648407685249,0.022314919190485595,0.02156848399141629,0.0007464351990693063
100,89.49759067906896,0.024834067728971516,0.02460422160954152,0.00022984611942999597
100,90.65869728128544,0.027607284239715,0.02760338375888272,3.900480832281367e-06
100,91.81980388350192,0.030966148957696237,0.030469260314742137,0.0004968886429541006
100,92.9809104857184,0.03252500668578496,0.03310439536784633,0.0005793886820613728
100,94.14201708793487,0.035087217592450134,0.03541638551324075,0.00032916792079061563
100,95.30312369015135,0.0371585175018719,0.037323471374352074,0.00016495387248017385
100,96.46423029236783,0.03903603675448705,0.038759436796262474,0.00027659995822457845
100,97.62533689458431,0.04038388887849747,0.0396774041883567,0.0007064846901407712
100,98.78644349680079,0.03998340885443047,0.040052232136174364,6.882328174389468e-05
100,99.94755009901726,0.03883794986086252,0.03988136607170343,0.0010434162108409126
100,101.10865670123374,0.03890684964994931,0.03918414537804688,0.00027729572809757214
100,102.26976330345022,0.038028377339093145,0.03799971213470956,2.866520438358361e-05
100,103.43086990566668,0.0358494215092228,0.03638378217240547,0.0005343606631826661
100,104.59197650788316,0.03457046917429918,0.03440461751899744,0.00016585165530173807
100,105.75308311009964,0.03262405013259723,0.03213857582696818,0.0004854743056290564
100,106.91418971231612,0.029045567336901838,0.029665607871566066,0.0006200405346642283
100,108.07529631453258,0.026961348717026632,0.027065034432888182,0.00010368571586154979
100,109.23640291674906,0.024110619943560174,0.02441186794098835,0.0003012479974281758
100,110.39750951896553,0.02250008737365635,0.021773862964692366,0.0007262244089639852
100,111.55861612118201,0.01921012244476191,0.019209393787902034,7.286568598774412e-07
100,112.71972272339849,0.016514418196741074,0.016766176442401463,0.0002517582456603891
100,113.88082932561497,0.01438713720868629,0.014480783903468753,9.364669478246351e-05
100,115.04193592783145,0.012203875141998487,0.012378851257062062,0.00017497611506357529
